Id,MSSubClass,LotArea,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,TotalBsmtSF,HeatingQC,1stFlrSF,2ndFlrSF,GrLivArea,FullBath,HalfBath,BedroomAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageCars,GarageArea,GarageQual,GarageCond,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,YrSold,SalePrice
877,20,25286,1Fam,1Story,4,5,1963,1963,TA,TA,PConc,TA,TA,1064,Gd,1040,0,1040,1,0,3,TA,5,Typ,0,NA,2,648,TA,TA,0,0,0,0,0,2007,132250
878,60,8834,1Fam,2Story,9,5,2004,2005,Gd,TA,PConc,Ex,TA,1462,Ex,1462,762,2224,2,1,4,Ex,10,Typ,1,Gd,3,738,TA,TA,184,0,0,0,0,2009,350000
879,85,11782,1Fam,SFoyer,5,7,1961,1995,TA,TA,CBlock,TA,TA,1109,TA,1155,0,1155,1,0,3,Gd,6,Min2,0,NA,2,576,TA,TA,192,0,0,0,0,2010,148000
880,20,7000,1Fam,1Story,5,8,1978,2005,Gd,Gd,CBlock,TA,TA,864,Ex,864,0,864,1,0,3,TA,6,Typ,0,NA,1,336,TA,TA,0,0,0,0,0,2009,136500
881,20,7024,1Fam,1Story,5,5,2005,2006,TA,TA,PConc,Ex,Gd,1090,Gd,1090,0,1090,1,1,2,TA,5,Typ,0,NA,2,450,TA,TA,0,49,0,0,0,2007,157000
882,50,13758,1Fam,1.5Fin,7,5,1990,1991,Gd,Gd,CBlock,Gd,TA,1156,Ex,1187,530,1717,2,1,3,Gd,7,Typ,1,TA,2,400,TA,TA,168,36,0,0,0,2007,187500
883,60,9636,1Fam,2Story,6,5,1992,1993,TA,TA,PConc,Gd,TA,808,Gd,808,785,1593,2,1,3,TA,7,Typ,1,TA,2,389,TA,TA,342,40,0,0,0,2009,178000
884,75,6204,1Fam,2.5Fin,4,5,1912,1950,Gd,TA,PConc,TA,Fa,795,TA,954,795,2230,1,0,5,TA,10,Typ,0,NA,1,440,TA,Gd,0,188,0,0,0,2006,118500
885,20,7150,1Fam,1Story,5,5,1967,1967,TA,TA,CBlock,TA,TA,892,TA,892,0,892,1,0,3,TA,5,Typ,0,NA,1,288,TA,TA,0,0,0,0,0,2009,100000
886,120,5119,TwnhsE,1Story,9,5,1999,2000,Gd,TA,PConc,Ex,TA,1698,Ex,1709,0,1709,2,0,2,Gd,5,Typ,1,TA,2,506,TA,TA,97,65,0,0,0,2008,328900
887,90,8393,Duplex,1Story,5,5,1959,2005,TA,TA,CBlock,TA,TA,1626,Ex,1712,0,1712,2,0,4,TA,8,Typ,0,NA,2,588,TA,TA,272,54,0,0,0,2006,145000
888,50,16466,1Fam,1.5Fin,5,7,1955,1955,TA,Gd,PConc,TA,TA,816,TA,872,521,1393,1,1,3,TA,8,Typ,0,NA,1,300,TA,TA,121,0,0,0,265,2008,135500
889,20,15865,1Fam,1Story,8,6,1970,1970,Gd,Gd,PConc,TA,Gd,2217,Ex,2217,0,2217,2,0,4,Gd,8,Typ,1,TA,2,621,TA,TA,81,207,0,0,224,2007,268000
890,20,12160,1Fam,1Story,6,4,1953,1953,TA,TA,CBlock,TA,TA,1505,Ex,1505,0,1505,1,0,2,TA,6,Typ,1,TA,2,505,TA,TA,0,0,0,162,0,2009,149500
891,50,8064,1Fam,1.5Fin,5,7,1949,2006,TA,Gd,CBlock,TA,TA,672,Ex,672,252,924,1,0,3,TA,6,Typ,1,Po,2,576,TA,TA,0,0,0,0,0,2007,122900
892,60,11184,1Fam,2Story,6,5,1978,1978,TA,TA,CBlock,TA,TA,918,Gd,918,765,1683,2,1,3,TA,7,Typ,1,TA,2,440,TA,TA,243,0,0,0,0,2009,172500
893,20,8414,1Fam,1Story,6,8,1963,2003,TA,TA,CBlock,TA,TA,1059,TA,1068,0,1068,1,0,3,TA,6,Typ,0,NA,1,264,TA,TA,192,0,0,0,0,2006,154500
894,20,13284,1Fam,1Story,5,5,1954,1954,TA,TA,PConc,Gd,TA,1383,TA,1383,0,1383,1,0,3,TA,6,Typ,1,Gd,1,354,TA,TA,511,116,0,0,0,2008,165000
895,90,7018,Duplex,1Story,5,5,1979,1979,TA,TA,Slab,NA,NA,0,TA,1535,0,1535,2,0,4,TA,8,Typ,0,NA,2,400,TA,TA,0,0,0,0,0,2009,118858
896,60,7056,1Fam,2Story,6,5,1963,1963,TA,TA,CBlock,TA,TA,780,TA,983,813,1796,1,1,4,TA,8,Typ,1,TA,2,483,TA,TA,0,50,0,0,0,2008,140000
897,30,8765,1Fam,1Story,4,6,1936,1950,TA,TA,BrkTil,TA,TA,951,Ex,951,0,951,1,0,2,TA,6,Typ,0,NA,1,327,TA,TA,0,28,0,0,0,2006,106500
898,90,7018,Duplex,2Story,5,5,1979,1979,TA,TA,Slab,NA,NA,0,TA,1120,1120,2240,2,0,6,TA,12,Typ,0,NA,2,528,TA,TA,154,0,0,0,0,2009,142953
899,20,12919,1Fam,1Story,9,5,2009,2010,Ex,TA,PConc,Ex,TA,2330,Ex,2364,0,2364,2,1,2,Ex,11,Typ,2,Gd,3,820,TA,TA,0,67,0,0,0,2010,611657
900,20,6993,1Fam,1Story,5,7,1961,1994,TA,TA,CBlock,TA,TA,912,TA,1236,0,1236,1,0,3,TA,6,Typ,1,TA,1,288,TA,TA,0,0,0,0,0,2006,135000
901,20,7340,1Fam,1Story,4,6,1971,1971,TA,TA,CBlock,TA,TA,858,TA,858,0,858,1,0,2,TA,4,Typ,0,NA,1,684,TA,TA,0,0,0,0,0,2007,110000
902,20,8712,1Fam,1Story,5,7,1957,2000,TA,Gd,CBlock,TA,TA,992,TA,1306,0,1306,1,0,2,TA,5,Typ,0,NA,1,756,TA,TA,0,0,0,0,0,2009,153000
903,60,7875,1Fam,2Story,7,5,2003,2003,Gd,TA,PConc,Gd,TA,783,Ex,807,702,1509,2,1,3,Gd,8,Typ,1,Gd,2,393,TA,TA,0,75,0,0,0,2006,180000
904,20,14859,1Fam,1Story,7,5,2006,2006,Gd,TA,PConc,Gd,TA,1670,Ex,1670,0,1670,2,0,3,Gd,7,Typ,1,Gd,3,690,TA,TA,144,60,0,0,0,2006,240000
905,20,6173,1Fam,1Story,5,6,1967,1967,TA,TA,CBlock,TA,TA,876,TA,902,0,902,1,0,3,TA,6,Typ,0,NA,1,288,TA,TA,0,0,0,0,0,2007,125500
906,20,9920,1Fam,1Story,5,5,1954,1954,TA,TA,CBlock,TA,TA,1056,TA,1063,0,1063,1,0,3,TA,6,Typ,0,NA,1,280,TA,TA,0,0,164,0,0,2010,128000
907,20,13501,1Fam,1Story,8,5,2006,2006,Gd,TA,PConc,Gd,TA,1623,Ex,1636,0,1636,2,0,3,Gd,8,Typ,1,Gd,3,865,TA,TA,0,60,0,0,0,2007,255000
908,50,11500,1Fam,1.5Fin,7,7,1936,1987,Gd,TA,CBlock,Gd,TA,1017,Gd,1020,1037,2057,1,1,3,Gd,6,Typ,1,Gd,1,180,Fa,TA,0,0,0,0,322,2006,250000
909,20,8885,1Fam,1Story,5,5,1983,1983,TA,TA,CBlock,Gd,TA,864,TA,902,0,902,1,0,2,TA,5,Typ,0,NA,2,484,TA,TA,164,0,0,0,0,2006,131000
910,60,12589,1Fam,2Story,6,5,2005,2005,Gd,TA,PConc,Gd,TA,742,Ex,742,742,1484,2,1,3,Gd,8,Typ,1,Gd,2,390,TA,TA,36,24,0,0,0,2009,174000
911,90,11600,Duplex,2Story,5,5,1960,1960,TA,TA,CBlock,TA,TA,1105,TA,1105,1169,2274,2,0,5,TA,12,Typ,0,NA,2,480,TA,TA,0,0,0,0,0,2010,154300
912,20,9286,1Fam,1Story,5,7,1977,1989,TA,TA,CBlock,Gd,Gd,1268,TA,1268,0,1268,1,1,3,Gd,5,Typ,0,NA,1,252,TA,TA,173,0,0,0,0,2009,143500
913,30,6120,1Fam,1Story,5,7,1925,1950,TA,TA,BrkTil,TA,TA,768,TA,1015,0,1015,1,0,3,TA,6,Min1,0,NA,1,450,TA,TA,0,0,112,0,120,2006,88000
914,90,6270,Duplex,2Story,5,6,1949,1950,TA,TA,CBlock,TA,TA,1001,TA,1001,1001,2002,2,0,4,TA,8,Typ,0,NA,3,871,TA,TA,0,0,0,0,0,2007,145000
915,160,3000,TwnhsE,2Story,6,5,2009,2009,Gd,TA,PConc,Gd,TA,612,Ex,612,612,1224,2,1,2,Gd,4,Typ,0,NA,2,528,TA,TA,0,234,0,0,0,2009,173733
916,160,2001,Twnhs,2Story,4,5,1970,1970,TA,TA,CBlock,TA,TA,546,Fa,546,546,1092,1,1,3,TA,6,Typ,0,NA,1,286,TA,TA,0,0,0,0,0,2007,75000
917,20,9000,1Fam,1Story,2,3,1949,1950,TA,TA,CBlock,TA,TA,480,TA,480,0,480,0,0,1,TA,4,Typ,0,NA,1,308,TA,TA,0,0,0,0,0,2006,35311
918,20,17140,1Fam,1Story,4,6,1956,1956,TA,TA,CBlock,TA,TA,1134,Ex,1229,0,1229,1,0,3,TA,6,Typ,0,NA,1,284,TA,TA,0,0,0,0,0,2009,135000
919,60,13125,1Fam,2Story,7,5,1991,1991,Gd,TA,PConc,Ex,TA,1104,Ex,912,1215,2127,2,1,4,Gd,8,Typ,1,TA,3,833,TA,TA,72,192,224,0,0,2007,238000
920,20,11029,1Fam,1Story,6,8,1958,2002,Ex,TA,CBlock,Gd,TA,1184,Ex,1414,0,1414,1,0,3,TA,6,Min1,1,TA,2,601,TA,TA,0,51,0,0,190,2008,176500
921,60,8462,1Fam,2Story,6,5,1994,1994,Gd,Gd,PConc,Gd,Gd,928,Ex,936,785,1721,2,1,3,Gd,7,Typ,0,NA,2,471,TA,TA,300,87,0,0,0,2007,201000
922,90,8777,Duplex,1.5Fin,5,7,1900,2003,TA,TA,CBlock,TA,TA,1272,Gd,1272,928,2200,2,2,4,TA,9,Typ,0,NA,0,0,NA,NA,0,70,0,0,0,2008,145900
923,20,10237,1Fam,1Story,6,5,2005,2006,Gd,TA,PConc,Gd,TA,1316,Ex,1316,0,1316,2,0,3,Gd,6,Typ,1,Gd,2,397,TA,TA,100,0,0,23,0,2006,169990
924,120,8012,TwnhsE,1Story,6,5,1993,1994,Gd,TA,PConc,Gd,TA,1604,Ex,1617,0,1617,2,0,2,Gd,5,Typ,1,Fa,2,533,TA,TA,0,69,0,0,0,2008,193000
925,20,10240,1Fam,1Story,6,6,1980,1980,TA,Gd,CBlock,Gd,TA,1686,TA,1686,0,1686,2,0,3,TA,7,Typ,1,TA,2,612,TA,TA,384,131,0,0,0,2006,207500
926,20,15611,1Fam,1Story,5,6,1977,1977,TA,TA,PConc,Gd,TA,1126,TA,1126,0,1126,2,0,3,Ex,6,Typ,0,NA,2,540,TA,TA,180,0,0,0,0,2008,175000
927,60,11999,1Fam,2Story,8,5,2003,2004,Gd,TA,PConc,Gd,TA,1181,Ex,1234,1140,2374,2,1,4,Ex,10,Typ,1,Gd,3,656,TA,TA,104,100,0,0,0,2007,285000
928,60,9900,1Fam,2Story,7,5,1968,1968,TA,TA,CBlock,TA,TA,832,Gd,1098,880,1978,2,1,4,TA,9,Typ,1,Gd,2,486,TA,TA,0,43,0,0,0,2008,176000
929,20,11838,1Fam,1Story,8,5,2001,2001,Gd,TA,PConc,Gd,TA,1753,Ex,1788,0,1788,2,0,3,Ex,7,Typ,1,TA,2,522,TA,TA,202,151,0,0,0,2009,236500
930,60,13006,1Fam,2Story,7,5,1997,1997,TA,TA,PConc,Gd,TA,964,Gd,993,1243,2236,2,1,4,Gd,8,Typ,1,TA,2,642,TA,TA,0,0,0,0,0,2006,222000
931,20,8925,1Fam,1Story,8,5,2007,2007,Gd,TA,PConc,Gd,TA,1466,Ex,1466,0,1466,2,0,3,Gd,7,Typ,0,NA,3,610,TA,TA,100,18,0,0,0,2009,201000
932,20,9100,1Fam,1Story,5,6,1965,1965,TA,TA,CBlock,TA,TA,925,Ex,925,0,925,1,0,2,TA,5,Typ,0,NA,1,429,TA,TA,0,0,0,0,0,2009,117500
933,20,11670,1Fam,1Story,9,5,2006,2006,Ex,TA,PConc,Ex,Gd,1905,Ex,1905,0,1905,2,0,3,Ex,8,Typ,1,Gd,3,788,TA,TA,0,191,0,0,0,2007,320000
934,20,8487,1Fam,1Story,7,5,2004,2004,Gd,TA,PConc,Gd,TA,1500,Ex,1500,0,1500,2,0,3,Gd,6,Typ,0,NA,2,570,TA,TA,192,36,0,0,0,2009,190000
935,20,27650,1Fam,1Story,7,7,1960,2007,TA,TA,CBlock,Gd,TA,585,Ex,2069,0,2069,2,0,4,Gd,9,Typ,1,Gd,2,505,TA,TA,0,0,0,0,0,2008,242000
936,30,5825,1Fam,1Story,4,5,1926,1953,TA,Gd,PConc,Fa,TA,600,Gd,747,0,747,1,0,1,TA,5,Typ,0,NA,2,528,TA,TA,0,0,32,0,0,2006,79900
937,20,10083,1Fam,1Story,7,5,2003,2003,Gd,TA,PConc,Gd,TA,1176,Ex,1200,0,1200,2,0,2,Gd,5,Typ,0,NA,2,555,TA,TA,0,41,0,0,0,2009,184900
938,60,9675,1Fam,2Story,7,5,2005,2005,Gd,TA,PConc,Gd,TA,1113,Ex,1113,858,1971,2,1,3,Gd,8,Typ,1,Gd,2,689,TA,TA,0,48,0,0,0,2009,253000
939,60,8760,1Fam,2Story,7,5,2006,2006,Gd,TA,PConc,Gd,Gd,1391,Ex,1391,571,1962,2,1,3,Gd,7,Typ,0,NA,3,868,TA,TA,0,90,0,0,0,2006,239799
940,70,24090,1Fam,2Story,7,7,1940,1950,TA,Gd,CBlock,TA,TA,1032,Ex,1207,1196,2403,2,0,4,TA,10,Typ,2,TA,1,349,TA,TA,56,0,318,0,0,2010,244400
941,90,12640,Duplex,1Story,6,5,1976,1976,TA,TA,CBlock,TA,TA,1728,TA,1728,0,1728,2,0,4,TA,8,Typ,0,NA,2,574,TA,TA,40,0,0,0,0,2006,150900
942,60,8755,1Fam,2Story,7,5,1999,1999,Gd,TA,PConc,Gd,TA,992,Ex,1022,1038,2060,2,1,3,Gd,8,Typ,1,TA,2,390,TA,TA,0,0,0,168,0,2009,214000
943,90,7711,Duplex,1Story,4,3,1977,1977,TA,TA,PConc,Gd,TA,1440,TA,1440,0,1440,2,0,4,TA,8,Typ,0,NA,0,0,NA,NA,321,0,0,0,0,2007,150000
944,90,25000,Duplex,1Story,5,4,1967,1967,TA,TA,CBlock,TA,TA,1632,TA,1632,0,1632,2,0,4,TA,8,Typ,0,NA,2,576,TA,TA,0,0,0,0,0,2007,143000
945,20,14375,1Fam,SLvl,6,6,1958,1958,TA,TA,CBlock,TA,TA,819,Gd,1344,0,1344,1,0,3,Gd,7,Typ,1,Gd,2,525,TA,TA,0,118,0,0,233,2009,137500
946,50,8820,1Fam,1.5Fin,5,6,1890,1996,TA,TA,BrkTil,TA,TA,1088,TA,1188,561,1869,1,0,2,TA,7,Typ,0,NA,2,456,TA,TA,48,0,244,0,0,2009,124900
947,80,8163,1Fam,SLvl,5,6,1959,1959,TA,Gd,CBlock,TA,TA,1144,TA,1144,0,1144,1,0,3,TA,6,Typ,1,TA,1,796,TA,TA,86,0,0,0,0,2006,143000
948,20,14536,1Fam,1Story,8,5,2002,2003,Gd,TA,PConc,Gd,TA,1616,Ex,1629,0,1629,2,0,3,Gd,9,Typ,1,Gd,3,808,TA,TA,0,252,0,0,0,2007,270000
949,60,14006,1Fam,2Story,7,5,2002,2002,Gd,TA,PConc,Gd,TA,936,Ex,936,840,1776,2,1,3,Gd,7,Typ,1,TA,2,474,TA,TA,144,96,0,0,0,2006,192500
950,20,9360,1Fam,1Story,6,7,1972,2006,TA,TA,CBlock,TA,TA,1161,TA,1381,0,1381,1,1,3,Gd,5,Typ,1,TA,2,676,TA,TA,0,0,0,0,0,2010,197500
951,20,7200,1Fam,1Story,5,8,1950,2002,TA,TA,CBlock,TA,TA,864,Gd,864,0,864,1,0,3,Gd,5,Typ,0,NA,2,720,TA,TA,194,0,0,0,0,2007,129000
952,20,7800,1Fam,1Story,5,5,1965,1965,TA,TA,CBlock,TA,TA,828,Gd,965,0,965,1,0,3,TA,6,Typ,0,NA,1,300,TA,TA,421,0,0,0,0,2006,119900
953,85,7200,1Fam,SFoyer,5,8,1972,2003,TA,Gd,CBlock,Gd,TA,768,Gd,768,0,768,1,0,2,TA,5,Typ,0,NA,1,396,TA,TA,192,0,0,0,0,2009,133900
954,60,11075,1Fam,2Story,5,4,1969,1969,TA,TA,CBlock,TA,TA,784,Ex,1168,800,1968,2,1,4,TA,7,Min2,1,Po,2,530,TA,TA,305,189,0,0,0,2008,172000
955,90,9400,Duplex,SFoyer,6,5,1975,1975,TA,TA,CBlock,Gd,Gd,945,TA,980,0,980,2,0,4,TA,4,Typ,0,NA,0,0,NA,NA,0,0,0,0,0,2006,127500
956,90,7136,Duplex,2Story,6,6,1946,1950,TA,TA,CBlock,Gd,TA,979,TA,979,979,1958,2,0,4,TA,8,Typ,0,NA,2,492,TA,TA,0,0,0,0,0,2007,145000
957,160,1300,TwnhsE,2Story,6,6,1980,1980,TA,TA,CBlock,Gd,TA,561,TA,561,668,1229,1,1,2,TA,5,Typ,1,TA,2,462,TA,TA,150,0,0,0,0,2009,124000
958,20,7420,1Fam,1Story,5,5,1962,1962,TA,TA,CBlock,TA,TA,1057,TA,1057,0,1057,1,0,3,TA,6,Typ,0,NA,2,576,TA,TA,0,0,0,0,0,2007,132000
959,20,8450,1Fam,1Story,7,5,2003,2003,Gd,TA,PConc,Gd,TA,1337,Ex,1337,0,1337,2,0,3,Gd,6,Typ,0,NA,2,531,TA,TA,0,39,0,0,0,2007,185000
960,160,2572,Twnhs,2Story,7,5,1999,1999,Gd,TA,PConc,Gd,TA,696,Ex,696,720,1416,2,1,3,Gd,6,Typ,0,NA,2,484,TA,TA,0,44,0,0,0,2010,155000
961,20,7207,1Fam,1Story,5,7,1958,2008,TA,Gd,CBlock,TA,TA,858,Gd,858,0,858,1,0,2,TA,4,Typ,0,NA,0,0,NA,NA,117,0,0,0,0,2010,116500
962,60,12227,1Fam,2Story,6,7,1977,1995,TA,Gd,CBlock,Gd,Gd,1330,TA,1542,1330,2872,2,1,4,TA,11,Typ,1,TA,2,619,TA,TA,550,282,0,0,0,2008,272000
963,160,2308,TwnhsE,2Story,6,6,1976,1976,TA,TA,CBlock,Gd,TA,804,TA,804,744,1548,2,1,3,Gd,7,Typ,1,TA,2,440,TA,TA,48,0,0,0,0,2007,155000
964,20,11923,1Fam,1Story,9,5,2007,2007,Gd,TA,PConc,Ex,TA,1800,Ex,1800,0,1800,2,0,2,Ex,7,Typ,0,NA,2,702,TA,TA,288,136,0,0,0,2009,239000
965,60,11316,1Fam,2Story,7,5,2002,2003,Gd,TA,PConc,Gd,TA,817,Ex,824,1070,1894,2,1,4,Gd,8,Typ,1,Gd,2,510,TA,TA,0,40,0,0,0,2010,214900
966,60,10237,1Fam,2Story,6,5,2005,2007,Gd,TA,PConc,Gd,TA,783,Ex,783,701,1484,2,1,3,Gd,8,Typ,1,Gd,2,393,TA,TA,0,72,0,0,0,2007,178900
967,50,9600,1Fam,1.5Fin,5,7,1940,1950,Gd,Gd,BrkTil,TA,Fa,728,Ex,976,332,1308,1,1,2,TA,7,Min2,2,TA,1,256,TA,TA,0,70,0,0,0,2009,160000
968,20,7390,1Fam,1Story,5,7,1955,1955,TA,TA,CBlock,TA,TA,1098,TA,1098,0,1098,1,0,3,TA,6,Typ,0,NA,1,260,TA,TA,0,0,0,0,0,2008,135000
969,50,5925,1Fam,1.5Fin,3,6,1910,1950,TA,TA,BrkTil,TA,TA,600,Fa,600,368,968,1,0,2,TA,6,Typ,0,NA,0,0,NA,NA,0,0,0,0,0,2009,37900
970,190,10382,2fmCon,SLvl,6,5,1958,1958,TA,Fa,CBlock,TA,TA,588,TA,1095,0,1095,1,0,2,TA,6,Typ,0,NA,1,264,TA,TA,0,0,0,0,0,2006,140000
971,50,10800,1Fam,1.5Fin,4,4,1949,1950,TA,TA,CBlock,TA,TA,720,TA,720,472,1192,1,1,4,TA,6,Typ,0,NA,0,0,NA,NA,0,0,0,0,0,2006,135000
972,160,2268,Twnhs,2Story,7,5,2003,2004,Gd,TA,PConc,Gd,TA,764,Ex,764,862,1626,2,0,2,Gd,6,Typ,0,NA,2,474,TA,TA,0,27,0,0,0,2009,173000
973,120,7892,TwnhsE,1Story,6,5,1979,1979,TA,TA,CBlock,Gd,TA,918,TA,918,0,918,2,0,2,TA,5,Typ,1,TA,1,264,TA,TA,28,0,0,0,0,2010,99500
974,20,11639,1Fam,1Story,7,5,2007,2008,Gd,TA,PConc,Gd,TA,1428,Ex,1428,0,1428,2,0,3,Gd,6,Typ,0,NA,2,480,TA,TA,0,120,0,0,0,2008,182000
975,70,11414,1Fam,2Story,7,8,1910,1993,TA,Gd,BrkTil,Gd,TA,728,TA,1136,883,2019,1,0,3,Gd,8,Typ,0,NA,2,532,TA,TA,509,135,0,0,0,2009,167500
976,160,2651,Twnhs,2Story,7,5,2000,2000,Gd,TA,PConc,Gd,TA,673,Ex,673,709,1382,2,1,3,Gd,6,Typ,0,NA,2,490,TA,TA,153,50,0,0,0,2006,165000
977,30,5900,1Fam,1Story,4,7,1923,1958,TA,TA,PConc,Gd,TA,440,TA,869,0,869,1,0,2,Fa,4,Typ,0,NA,0,0,NA,NA,0,0,0,0,0,2006,85500
978,120,4274,TwnhsE,1Story,7,5,2006,2007,Gd,TA,PConc,Gd,TA,1241,Ex,1241,0,1241,1,1,1,Gd,4,Typ,0,NA,2,569,TA,TA,0,116,0,0,0,2007,199900
979,20,9450,1Fam,1Story,4,5,1954,1954,TA,TA,CBlock,TA,TA,894,Ex,894,0,894,1,0,3,TA,5,Typ,0,NA,2,400,TA,TA,0,0,0,0,0,2007,110000
980,20,8816,1Fam,1Story,5,6,1963,1963,TA,TA,PConc,TA,TA,1121,TA,1121,0,1121,1,0,3,TA,5,Typ,0,NA,2,480,TA,TA,0,80,0,0,0,2009,139000
981,85,12122,1Fam,SFoyer,7,9,1961,2007,Ex,TA,CBlock,TA,TA,944,Gd,999,0,999,1,0,3,Ex,6,Typ,0,NA,2,588,TA,TA,144,76,0,0,0,2008,178400
982,60,12203,1Fam,2Story,8,5,1998,1999,Gd,TA,PConc,Gd,TA,1225,Ex,1276,1336,2612,2,1,4,Gd,8,Typ,1,TA,3,676,TA,TA,250,0,0,0,0,2009,336000
983,20,3182,1Fam,1Story,7,5,2007,2007,Gd,TA,PConc,Gd,TA,1266,Ex,1266,0,1266,2,0,2,Gd,6,Typ,1,Gd,2,388,TA,TA,100,16,0,0,0,2008,159895
984,60,11250,1Fam,2Story,8,5,2002,2002,Gd,TA,PConc,Gd,TA,1128,Ex,1149,1141,2290,2,1,4,Gd,9,Typ,1,Gd,2,779,TA,TA,0,0,0,0,0,2008,255900
985,90,10125,Duplex,1.5Fin,5,5,1977,1977,TA,TA,CBlock,NA,NA,0,TA,1302,432,1734,2,0,4,Gd,8,Typ,0,NA,2,539,TA,TA,0,0,0,0,0,2009,126000
986,190,10880,2fmCon,1Story,5,5,1950,1950,TA,TA,CBlock,TA,TA,1164,TA,1164,0,1164,1,0,3,TA,5,Typ,0,NA,1,240,TA,TA,0,48,0,0,0,2008,125000
987,50,5310,1Fam,1.5Fin,6,8,1910,2003,TA,Gd,CBlock,TA,Fa,485,Gd,1001,634,1635,1,0,2,Gd,5,Typ,0,NA,1,255,Fa,TA,394,0,0,0,0,2006,117000
988,20,10159,1Fam,1Story,9,5,2009,2010,Ex,TA,PConc,Ex,TA,1930,Ex,1940,0,1940,2,1,3,Ex,8,Typ,1,Gd,3,606,TA,TA,168,95,0,0,0,2010,395192
989,60,12046,1Fam,2Story,6,6,1976,1976,TA,TA,CBlock,TA,TA,848,TA,1118,912,2030,2,1,4,Gd,8,Typ,1,TA,2,551,TA,TA,0,224,0,0,0,2007,195000
990,60,8125,1Fam,2Story,7,5,2006,2006,Gd,TA,PConc,Gd,Gd,770,Ex,778,798,1576,2,1,3,Gd,6,Typ,0,NA,2,614,TA,TA,0,50,0,0,0,2006,197000
991,60,9452,1Fam,2Story,8,5,1997,1998,Gd,TA,PConc,Gd,TA,1396,Ex,1407,985,2392,2,1,3,Gd,7,Typ,1,TA,3,870,TA,TA,0,70,0,0,0,2006,348000
992,70,17671,1Fam,2Story,8,9,1882,1986,Gd,Gd,BrkTil,TA,TA,916,Gd,916,826,1742,1,1,4,Gd,8,Typ,1,Gd,2,424,TA,TA,0,169,0,0,0,2009,168000
993,60,9760,1Fam,2Story,6,8,1964,1993,TA,TA,CBlock,TA,TA,822,Gd,1020,831,1851,2,1,3,Gd,7,Typ,1,Fa,2,440,TA,TA,239,42,0,0,0,2007,187000
994,60,8846,1Fam,2Story,6,5,2005,2006,TA,TA,PConc,Gd,TA,750,Ex,750,750,1500,2,1,3,Gd,6,Typ,0,NA,2,564,TA,TA,0,35,0,0,0,2006,173900
995,20,12456,1Fam,1Story,10,5,2006,2007,Ex,TA,PConc,Ex,TA,1700,Ex,1718,0,1718,2,0,3,Ex,7,Typ,1,Gd,3,786,TA,TA,216,48,0,0,0,2009,337500
996,50,4712,1Fam,1.5Fin,4,7,1946,1950,TA,TA,CBlock,TA,TA,747,TA,774,456,1230,1,1,3,TA,5,Typ,0,NA,1,305,TA,TA,0,57,0,0,63,2006,121600
997,20,10659,1Fam,1Story,5,6,1961,1961,TA,TA,CBlock,TA,TA,1050,TA,1050,0,1050,1,0,3,TA,6,Typ,0,NA,1,368,TA,TA,0,319,0,0,0,2006,136500
998,20,11717,1Fam,1Story,6,6,1970,1970,TA,TA,CBlock,TA,TA,1442,TA,1442,0,1442,2,0,2,TA,6,Typ,1,TA,2,615,TA,TA,371,0,0,0,0,2009,185000
999,30,9786,1Fam,1Story,3,4,1922,1950,TA,TA,BrkTil,TA,Fa,1007,Fa,1077,0,1077,1,0,3,TA,6,Typ,1,Gd,1,210,TA,Fa,0,100,48,0,0,2006,91000
1000,20,6762,1Fam,1Story,7,5,2006,2006,Gd,TA,PConc,Gd,TA,1187,Ex,1208,0,1208,2,0,2,Gd,6,Typ,0,NA,2,632,TA,TA,105,61,0,0,0,2010,206000
1001,20,10206,1Fam,1Story,3,3,1952,1952,TA,TA,Slab,NA,NA,0,Fa,944,0,944,1,0,2,Fa,4,Min1,0,NA,2,528,TA,Fa,0,0,0,0,0,2009,82000
1002,30,5400,1Fam,1Story,5,6,1920,1950,TA,TA,BrkTil,Fa,TA,691,Ex,691,0,691,1,0,2,Ex,4,Typ,0,NA,1,216,Fa,TA,0,20,94,0,0,2007,86000
1003,20,11957,1Fam,1Story,8,5,2006,2006,Gd,TA,PConc,Gd,TA,1574,Ex,1574,0,1574,2,0,3,Gd,7,Typ,1,Gd,3,824,TA,TA,144,104,0,0,0,2008,232000
1004,90,11500,Duplex,1Story,5,6,1976,1976,TA,TA,CBlock,TA,TA,1680,Fa,1680,0,1680,2,0,4,TA,8,Typ,0,NA,2,528,TA,TA,0,0,0,0,0,2007,136905
1005,120,3182,TwnhsE,1Story,7,5,2005,2006,Gd,TA,PConc,Gd,TA,1346,Ex,1504,0,1504,2,0,1,Gd,7,Typ,1,Gd,2,457,TA,TA,156,0,0,0,0,2009,181000
1006,80,8385,1Fam,SLvl,5,8,1977,1977,Gd,TA,CBlock,Gd,Gd,985,TA,985,0,985,2,0,3,TA,6,Typ,0,NA,1,328,TA,TA,210,0,0,0,0,2008,149900
1007,20,12155,1Fam,1Story,6,3,1970,1970,TA,TA,CBlock,Gd,TA,1657,Gd,1657,0,1657,2,0,3,TA,7,Typ,1,TA,2,484,TA,TA,0,0,0,0,147,2007,163500
